PROTEOME ; GLIMMER ; ERROR GLIMMER
ACOL01000070:5443-5841 ; ACOL01000070BRL01_0000:5443-5841(+); OK
ACOL01000083:c(9554-9952) ; ND ; ND
ACOL01000108:c(5890-6288) ; ACOL01000108BRL01_0001:5890-6288(-); OK
ACOL01000419:1012-1410 ; ACOL01000419BRL01_0004:1012-1410(+); OK
ACOL01000047:54-449 ; ACOL01000047BRL01_0000:27-449(+); error - start (54/27)
ACOL01000141:c(7033-7428) ; ACOL01000141BRL01_0001:7033-7428(-); OK
ACOL01000186:c(5131-5526) ; ND ; ND
ACOL01000262:3087-3482 ; ACOL01000262BRL01_0002:3087-3482(+); OK
ACOL01000552:231-626 ; ACOL01000552BRL01_0005:231-626(+); OK
ACOL01000881:c(526-921) ; ACOL01000881BRL01_0008:526-921(-); OK
ACOL01000914:25-420 ; ACOL01000914BRL01_0009:25-420(+); OK
ACOL01005030:c(26-421) ; ND ; ND
ACOL01000003:36329-36721 ; ND ; ND
ACOL01000016:c(13147-13539) ; ND ; ND
ACOL01000051:13140-13532 ; ND ; ND
ACOL01000478:c(594-986) ; ACOL01000478BRL01_0004:594-1001(-); error - start (986/1001)
ACOL01000006:c(1960-2349) ; ND ; ND
ACOL01000057:c(10224-10613) ; ND ; ND
ACOL01000078:c(6775-7164) ; ND ; ND
ACOL01000187:c(970-1359) ; ACOL01000187BRL01_0001:970-1359(-); OK
ACOL01000163:6715-7101 ; ND ; ND
ACOL01000853:1020-1406 ; ACOL01000853BRL01_0008:1020-1406(+); OK
ACOL01000083:c(4265-4648) ; ND ; ND
ACOL01000166:c(5212-5595) ; ACOL01000166BRL01_0001:5212-5595(-); OK
ACOL01000233:c(77-460) ; ND ; ND
ACOL01000667:c(206-589) ; ND ; ND
ACOL01000005:13188-13568 ; ACOL01000005BRL01_0000:13188-13568(+); OK
ACOL01000013:c(4051-4431) ; ND ; ND
ACOL01000022:9183-9563 ; ACOL01000022BRL01_0000:9183-9563(+); OK
ACOL01000022:c(10614-10994) ; ND ; ND
ACOL01000104:5823-6203 ; ACOL01000104BRL01_0001:5823-6203(+); OK
ACOL01000105:c(10158-10538) ; ND ; ND
ACOL01000154:4564-4944 ; ND ; ND
ACOL01001007:c(735-1115) ; ACOL01001007BRL01_0010:735-1115(-); OK
ACOL01000012:c(5131-5508) ; ACOL01000012BRL01_0000:5131-5508(-); OK
ACOL01000020:c(2721-3098) ; ND ; ND
ACOL01000021:c(19290-19667) ; ND ; ND
ACOL01000036:c(18199-18576) ; ND ; ND
ACOL01000037:c(4817-5194) ; ACOL01000037BRL01_0000:4817-5194(-); OK
ACOL01000051:4036-4413 ; ND ; ND
ACOL01000083:c(1895-2272) ; ND ; ND
ACOL01000481:c(86-463) ; ND ; ND
ACOL01001142:c(507-884) ; ND ; ND
ACOL01002403:c(246-623) ; ACOL01002403BRL01_0024:246-623(-); OK
ACOL01005448:c(22-399) ; ND ; ND
ACOL01000002:c(42928-43302) ; ND ; ND
ACOL01000003:17370-17741 ; ND ; ND
ACOL01000026:c(1512-1883) ; ND ; ND
ACOL01000002:c(55087-55455) ; ACOL01000002BRL01_0000:55087-55500(-); error - start (55455/55500)
ACOL01000015:c(325-693) ; ND ; ND
ACOL01000024:14713-15081 ; ND ; ND
ACOL01000070:3248-3616 ; ND ; ND
ACOL01001441:c(198-566) ; ND ; ND
ACOL01002732:c(57-425) ; ND ; ND
ACOL01000003:39589-39954 ; ACOL01000003BRL01_0000:39589-39954(+); OK
ACOL01000011:3910-4275 ; ND ; ND
ACOL01000096:3700-4065 ; ND ; ND
ACOL01000227:c(1842-2207) ; ND ; ND
ACOL01000465:2037-2402 ; ND ; ND
ACOL01001554:c(27-392) ; ND ; ND
ACOL01000058:c(8533-8895) ; ND ; ND
ACOL01000187:c(3089-3451) ; ND ; ND
ACOL01000277:887-1249 ; ND ; ND
ACOL01000656:join(39..41,67..426) ; ND ; ND
ACOL01000155:c(7575-7934) ; ND ; ND
ACOL01000172:c(6459-6818) ; ND ; ND
ACOL01000183:6909-7268 ; ND ; ND
ACOL01000341:c(2238-2597) ; ND ; ND
ACOL01000393:268-627 ; ND ; ND
ACOL01002237:247-606 ; ACOL01002237BRL01_0022:247-606(+); OK
ACOL01000005:c(14040-14396) ; ACOL01000005BRL01_0000:14040-14462(-); error - start (14396/14462)
ACOL01000020:c(10964-11320) ; ND ; ND
ACOL01000051:c(1816-2172) ; ND ; ND
ACOL01000230:3350-3706 ; ND ; ND
ACOL01005041:160-517 ; ND ; ND
ACOL01000005:22847-23200 ; ND ; ND
ACOL01000016:c(3523-3876) ; ND ; ND
ACOL01000024:4836-5189 ; ND ; ND
ACOL01000055:c(10324-10677) ; ND ; ND
ACOL01000263:459-812 ; ND ; ND
ACOL01000010:c(15378-15728) ; ND ; ND
ACOL01000039:c(2475-2825) ; ND ; ND
ACOL01000137:3105-3455 ; ND ; ND
ACOL01000269:c(4056-4406) ; ND ; ND
ACOL01000432:1662-2012 ; ND ; ND
ACOL01004254:202-552 ; ND ; ND
ACOL01000008:12005-12352 ; ACOL01000008BRL01_0000:12005-12352(+); OK
ACOL01000008:c(27411-27758) ; ND ; ND
ACOL01000016:c(3101-3448) ; ND ; ND
ACOL01000043:2278-2625 ; ACOL01000043BRL01_0000:2278-2625(+); OK
ACOL01000091:9843-10190 ; ND ; ND
ACOL01000139:903-1250 ; ND ; ND
ACOL01000344:c(3068-3415) ; ND ; ND
ACOL01000001:c(1625-1969) ; ND ; ND
ACOL01000006:13014-13358 ; ND ; ND
ACOL01000063:13768-14112 ; ND ; ND
ACOL01000187:472-813 ; ND ; ND
ACOL01000239:3154-3495 ; ND ; ND
ACOL01000362:c(832-1173) ; ND ; ND
ACOL01000972:c(234-575) ; ND ; ND
ACOL01000001:c(16537-16875) ; ND ; ND
ACOL01000025:5707-6045 ; ND ; ND
ACOL01000028:3517-3855 ; ND ; ND
ACOL01000060:c(7778-8116) ; ND ; ND
ACOL01000119:8024-8362 ; ND ; ND
ACOL01000174:c(2406-2744) ; ND ; ND
ACOL01000184:4378-4716 ; ND ; ND
ACOL01000186:5661-5999 ; ND ; ND
ACOL01000012:c(25040-25375) ; ND ; ND
ACOL01000018:21701-22036 ; ND ; ND
ACOL01000092:c(9426-9761) ; ND ; ND
ACOL01000250:1539-1874 ; ND ; ND
ACOL01000294:703-1038 ; ND ; ND
ACOL01000294:c(3271-3606) ; ND ; ND
ACOL01000787:821-1156 ; ND ; ND
ACOL01000005:c(3820-4152) ; ND ; ND
ACOL01000092:8633-8965 ; ND ; ND
ACOL01000131:c(1494-1826) ; ND ; ND
ACOL01000045:c(11139-11468) ; ND ; ND
ACOL01000155:c(3646-3975) ; ND ; ND
ACOL01000260:c(1446-1775) ; ND ; ND
ACOL01000388:186-515 ; ND ; ND
ACOL01000642:1522-1851 ; ND ; ND
ACOL01004244:166-495 ; ND ; ND
ACOL01000033:c(16073-16399) ; ACOL01000033BRL01_0000:16073-16399(-); OK
ACOL01000048:c(2397-2723) ; ND ; ND
ACOL01000059:c(4273-4599) ; ND ; ND
ACOL01000069:c(5587-5913) ; ND ; ND
ACOL01000209:252-578 ; ND ; ND
ACOL01000248:c(746-1072) ; ND ; ND
ACOL01000440:786-1112 ; ND ; ND
ACOL01000005:22347-22670 ; ND ; ND
ACOL01000045:9206-9529 ; ND ; ND
ACOL01000049:c(7054-7377) ; ND ; ND
ACOL01000084:c(133-456) ; ND ; ND
ACOL01000092:c(8977-9300) ; ND ; ND
ACOL01000163:7201-7524 ; ND ; ND
ACOL01000235:1099-1422 ; ND ; ND
ACOL01000020:c(16994-17314) ; ND ; ND
ACOL01000021:13846-14166 ; ACOL01000021BRL01_0000:13846-14166(+); OK
ACOL01000039:c(14133-14453) ; ND ; ND
ACOL01000149:507-827 ; ND ; ND
ACOL01000543:c(926-1246) ; ND ; ND
ACOL01000018:c(12252-12569) ; ND ; ND
ACOL01000052:c(14007-14324) ; ND ; ND
ACOL01000075:7879-8196 ; ND ; ND
ACOL01000108:8450-8767 ; ND ; ND
ACOL01000198:c(1800-2117) ; ND ; ND
ACOL01000477:2185-2502 ; ND ; ND
ACOL01001915:c(1-320) ; ND ; ND
ACOL01000082:c(9577-9891) ; ND ; ND
ACOL01000090:44-358 ; ND ; ND
ACOL01000104:4000-4314 ; ND ; ND
ACOL01000236:4066-4380 ; ND ; ND
ACOL01000396:c(202-516) ; ND ; ND
ACOL01000001:38713-39024 ; ND ; ND
ACOL01000013:1983-2294 ; ND ; ND
ACOL01000036:c(3288-3599) ; ND ; ND
ACOL01000105:c(9818-10129) ; ND ; ND
ACOL01000277:c(3271-3582) ; ND ; ND
ACOL01001142:c(69-380) ; ND ; ND
ACOL01004234:36-347 ; ND ; ND
ACOL01000010:14456-14764 ; ND ; ND
ACOL01000034:c(15335-15643) ; ND ; ND
ACOL01000067:6772-7080 ; ND ; ND
ACOL01000480:428-736 ; ND ; ND
ACOL01000024:c(18379-18684) ; ND ; ND
ACOL01000027:5194-5499 ; ND ; ND
ACOL01000294:c(1738-2043) ; ND ; ND
ACOL01001195:521-826 ; ND ; ND
ACOL01002037:c(374-679) ; ND ; ND
ACOL01002190:c(100-405) ; ND ; ND
ACOL01000132:c(1047-1349) ; ND ; ND
ACOL01000160:c(1208-1510) ; ND ; ND
ACOL01000160:c(3838-4140) ; ND ; ND
ACOL01000184:c(2727-3029) ; ND ; ND
ACOL01000286:148-450 ; ND ; ND
ACOL01000323:c(123-425) ; ND ; ND
ACOL01001683:c(217-519) ; ND ; ND
ACOL01001938:c(264-566) ; ND ; ND
ACOL01000001:c(56604-56903) ; ND ; ND
ACOL01000006:8510-8809 ; ND ; ND
ACOL01000009:c(20166-20465) ; ND ; ND
ACOL01000633:597-896 ; ND ; ND
ACOL01000092:c(8239-8535) ; ND ; ND
ACOL01000168:3583-3879 ; ND ; ND
ACOL01000509:628-924 ; ND ; ND
ACOL01000988:c(111-407) ; ND ; ND
ACOL01001111:c(508-804) ; ND ; ND
ACOL01001625:c(488-784) ; ND ; ND
ACOL01000004:23021-23314 ; ND ; ND
ACOL01000166:747-1040 ; ND ; ND
ACOL01000230:c(51-344) ; ND ; ND
ACOL01000302:4105-4398 ; ND ; ND
ACOL01000001:31974-32264 ; ND ; ND
ACOL01000068:c(14090-14380) ; ND ; ND
ACOL01000148:c(3429-3719) ; ND ; ND
ACOL01001133:625-915 ; ND ; ND
ACOL01000001:c(33812-34099) ; ND ; ND
ACOL01000016:21965-22252 ; ND ; ND
ACOL01000018:c(7884-8171) ; ND ; ND
ACOL01000086:1242-1529 ; ND ; ND
ACOL01000101:3811-4098 ; ND ; ND
ACOL01000117:c(9638-9925) ; ND ; ND
ACOL01000199:6436-6723 ; ND ; ND
ACOL01000274:3411-3698 ; ND ; ND
ACOL01000659:1201-1488 ; ND ; ND
ACOL01005010:77-364 ; ND ; ND
ACOL01000008:c(18881-19165) ; ND ; ND
ACOL01000102:c(5399-5683) ; ND ; ND
ACOL01000187:c(103-387) ; ND ; ND
ACOL01000388:1861-2145 ; ND ; ND
ACOL01000003:c(33711-33992) ; ND ; ND
ACOL01000010:c(10685-10966) ; ND ; ND
ACOL01000015:24706-24987 ; ND ; ND
ACOL01000081:5709-5990 ; ND ; ND
ACOL01000348:c(3003-3284) ; ND ; ND
ACOL01000003:c(16677-16955) ; ND ; ND
ACOL01000015:21125-21403 ; ND ; ND
ACOL01000145:c(4223-4501) ; ND ; ND
ACOL01000177:4946-5224 ; ACOL01000177BRL01_0001:4820-5224(+); error - start (4946/4820)
ACOL01000248:3846-4124 ; ND ; ND
ACOL01000396:868-1146 ; ND ; ND
ACOL01000458:1530-1808 ; ND ; ND
ACOL01000479:c(822-1100) ; ND ; ND
ACOL01000862:322-600 ; ND ; ND
ACOL01000013:7584-7859 ; ND ; ND
ACOL01000053:7480-7755 ; ND ; ND
ACOL01000091:2753-3028 ; ND ; ND
ACOL01000119:8861-9136 ; ND ; ND
ACOL01000127:c(5479-5754) ; ND ; ND
ACOL01000223:262-537 ; ND ; ND
ACOL01000265:c(469-744) ; ND ; ND
ACOL01001038:589-864 ; ND ; ND
ACOL01000010:20434-20706 ; ND ; ND
ACOL01000014:22078-22350 ; ND ; ND
ACOL01000032:c(17463-17735) ; ND ; ND
ACOL01000184:3741-4013 ; ND ; ND
ACOL01000022:c(8087-8356) ; ND ; ND
ACOL01000023:4232-4501 ; ND ; ND
ACOL01000029:10685-10954 ; ND ; ND
ACOL01000037:c(6098-6367) ; ND ; ND
ACOL01000070:c(8472-8741) ; ND ; ND
ACOL01000108:6399-6668 ; ND ; ND
ACOL01000139:4070-4339 ; ND ; ND
ACOL01000625:1636-1905 ; ND ; ND
ACOL01000658:c(156-425) ; ACOL01000658BRL01_0006:156-425(-); OK
ACOL01000006:c(15182-15448) ; ND ; ND
ACOL01000023:c(9273-9539) ; ND ; ND
ACOL01000040:4550-4816 ; ND ; ND
ACOL01000040:4820-5086 ; ND ; ND
ACOL01000044:c(4534-4800) ; ND ; ND
ACOL01000055:7964-8230 ; ND ; ND
ACOL01000062:5197-5463 ; ND ; ND
ACOL01002537:24-290 ; ND ; ND
ACOL01000016:c(1768-2031) ; ND ; ND
ACOL01000018:c(11718-11981) ; ND ; ND
ACOL01000057:2779-3042 ; ND ; ND
ACOL01000069:c(11265-11528) ; ND ; ND
ACOL01000109:c(996-1259) ; ND ; ND
ACOL01000007:11706-11966 ; ND ; ND
ACOL01000019:c(11173-11433) ; ND ; ND
ACOL01000020:10433-10693 ; ND ; ND
ACOL01000488:2417-2677 ; ND ; ND
ACOL01000003:c(5803-6060) ; ND ; ND
ACOL01000214:c(4593-4850) ; ND ; ND
ACOL01000481:605-862 ; ND ; ND
ACOL01003501:43-300 ; ND ; ND
ACOL01000006:c(32873-33127) ; ND ; ND
ACOL01000060:c(7514-7768) ; ND ; ND
ACOL01000079:978-1232 ; ND ; ND
ACOL01000249:1232-1486 ; ND ; ND
ACOL01000019:1524-1775 ; ND ; ND
ACOL01000050:9126-9377 ; ND ; ND
ACOL01000050:14494-14745 ; ND ; ND
ACOL01000106:c(8600-8851) ; ND ; ND
ACOL01000111:c(1477-1728) ; ND ; ND
ACOL01000145:7319-7570 ; ND ; ND
ACOL01000392:3178-3429 ; ND ; ND
ACOL01000004:2570-2818 ; ACOL01000004BRL01_0000:2570-2818(+); OK
ACOL01000038:c(13221-13469) ; ND ; ND
ACOL01000044:c(8832-9080) ; ND ; ND
ACOL01000053:1729-1977 ; ND ; ND
ACOL01000067:5800-6048 ; ND ; ND
ACOL01000109:c(5198-5446) ; ND ; ND
ACOL01000034:c(9444-9689) ; ND ; ND
ACOL01000038:6418-6663 ; ND ; ND
ACOL01000380:412-657 ; ND ; ND
ACOL01000480:1531-1776 ; ND ; ND
ACOL01003900:c(220-465) ; ND ; ND
ACOL01000002:c(19972-20214) ; ND ; ND
ACOL01000019:7441-7683 ; ND ; ND
ACOL01000060:c(2617-2859) ; ND ; ND
ACOL01000390:c(2568-2810) ; ND ; ND
ACOL01000446:c(1426-1668) ; ND ; ND
ACOL01000019:1799-2038 ; ND ; ND
ACOL01000115:c(797-1036) ; ND ; ND
ACOL01000124:c(9219-9458) ; ND ; ND
ACOL01002923:351-590 ; ND ; ND
ACOL01004567:163-402 ; ND ; ND
ACOL01000008:c(23568-23804) ; ND ; ND
ACOL01000068:c(join(13792..14008,14031..14050)) ; ND ; ND
ACOL01000124:7202-7438 ; ND ; ND
ACOL01000522:c(1827-2063) ; ND ; ND
ACOL01000625:c(1376-1612) ; ND ; ND
ACOL01000001:c(56352-56585) ; ND ; ND
ACOL01000003:c(22531-22764) ; ND ; ND
ACOL01000011:965-1198 ; ND ; ND
ACOL01000028:c(3924-4157) ; ND ; ND
ACOL01000070:6105-6338 ; ND ; ND
ACOL01000077:6019-6252 ; ND ; ND
ACOL01000115:join(2856..2858,2886..3116) ; ND ; ND
ACOL01000718:c(576-809) ; ND ; ND
ACOL01004108:c(86-319) ; ND ; ND
ACOL01000026:6216-6446 ; ND ; ND
ACOL01000114:8048-8278 ; ND ; ND
ACOL01000211:c(653-883) ; ND ; ND
ACOL01000069:c(9242-9469) ; ND ; ND
ACOL01000346:c(1810-2037) ; ND ; ND
ACOL01000348:1205-1432 ; ND ; ND
ACOL01000600:1698-1925 ; ND ; ND
ACOL01000011:13506-13730 ; ND ; ND
ACOL01000040:3099-3323 ; ND ; ND
ACOL01000124:c(7452-7676) ; ND ; ND
ACOL01000864:c(1091-1315) ; ND ; ND
ACOL01000006:8828-9049 ; ND ; ND
ACOL01000016:c(11216-11437) ; ND ; ND
ACOL01000038:c(13476-13697) ; ND ; ND
ACOL01000158:1195-1416 ; ND ; ND
ACOL01001080:c(817-1038) ; ND ; ND
ACOL01000048:c(10416-10631) ; ND ; ND
ACOL01000150:5969-6184 ; ND ; ND
ACOL01000277:c(3602-3817) ; ND ; ND
ACOL01000467:2508-2723 ; ND ; ND
ACOL01001655:430-645 ; ND ; ND
ACOL01003339:251-466 ; ND ; ND
ACOL01000124:7844-8056 ; ND ; ND
ACOL01000467:c(2005-2217) ; ND ; ND
ACOL01000008:16509-16718 ; ND ; ND
ACOL01000024:c(18124-18333) ; ND ; ND
ACOL01000006:c(31649-31855) ; ND ; ND
ACOL01000020:c(18977-19183) ; ND ; ND
ACOL01000095:c(1955-2161) ; ND ; ND
ACOL01000108:6462-6668 ; ND ; ND
ACOL01000186:4892-5098 ; ND ; ND
ACOL01001071:930-1136 ; ND ; ND
ACOL01001534:c(354-560) ; ND ; ND
ACOL01001845:c(364-570) ; ND ; ND
ACOL01002240:c(42-248) ; ND ; ND
ACOL01000001:c(35382-35585) ; ND ; ND
ACOL01000028:4730-4933 ; ND ; ND
ACOL01000031:14329-14532 ; ND ; ND
ACOL01000050:7369-7572 ; ND ; ND
ACOL01000054:c(13876-14079) ; ND ; ND
ACOL01000066:12528-12731 ; ND ; ND
ACOL01000294:c(3634-3837) ; ND ; ND
ACOL01001192:c(25-228) ; ND ; ND
ACOL01002757:55-258 ; ND ; ND
ACOL01003069:c(31-234) ; ND ; ND
ACOL01000124:c(9442-9642) ; ND ; ND
ACOL01001904:83-283 ; ND ; ND
ACOL01000044:4192-4389 ; ND ; ND
ACOL01001723:c(16-213) ; ND ; ND
ACOL01002018:170-367 ; ND ; ND
ACOL01003285:376-573 ; ND ; ND
ACOL01004452:c(189-386) ; ND ; ND
ACOL01005399:87-284 ; ND ; ND
ACOL01000030:c(12309-12503) ; ND ; ND
ACOL01000036:c(17994-18188) ; ND ; ND
ACOL01000047:c(3535-3729) ; ND ; ND
ACOL01000128:c(6472-6666) ; ND ; ND
ACOL01001408:c(171-365) ; ND ; ND
ACOL01000047:12416-12607 ; ND ; ND
ACOL01000119:8477-8668 ; ND ; ND
ACOL01000406:3022-3213 ; ND ; ND
ACOL01005319:c(103-294) ; ND ; ND
ACOL01000067:2561-2746 ; ND ; ND
ACOL01001143:c(136-318) ; ND ; ND
ACOL01001398:385-567 ; ND ; ND
ACOL01001424:683-865 ; ND ; ND
ACOL01000236:3536-3706 ; ND ; ND
ACOL01000988:c(497-664) ; ND ; ND
ACOL01000060:10317-10478 ; ND ; ND
ACOL01000086:3449-3607 ; ND ; ND
ACOL01000552:76-213 ; ND ; ND
ACOL01000152:274-408 ; ND ; ND
ND ; ACOL01000004BRL01_0000:34519-38292(+) ; ND
ND ; ACOL01000009BRL01_0000:8653-11892(+) ; ND
ND ; ACOL01000173BRL01_0001:2889-6098(+) ; ND
ND ; ACOL01000187BRL01_0001:4024-7161(-) ; ND
ND ; ACOL01000100BRL01_0001:5234-8323(+) ; ND
ND ; ACOL01000004BRL01_0000:31973-34522(+) ; ND
ND ; ACOL01000056BRL01_0000:9450-11981(+) ; ND
ND ; ACOL01000283BRL01_0002:40-2280(+) ; ND
ND ; ACOL01000071BRL01_0000:10999-13239(+) ; ND
ND ; ACOL01000131BRL01_0001:7013-9229(-) ; ND
ND ; ACOL01000024BRL01_0000:5208-7364(-) ; ND
ND ; ACOL01000001BRL01_0000:8981-11122(-) ; ND
ND ; ACOL01000194BRL01_0001:191-2122(-) ; ND
ND ; ACOL01000007BRL01_0000:14877-16805(-) ; ND
ND ; ACOL01000030BRL01_0000:5800-7683(+) ; ND
ND ; ACOL01000374BRL01_0003:158-2017(+) ; ND
ND ; ACOL01000035BRL01_0000:2137-3942(+) ; ND
ND ; ACOL01000198BRL01_0001:3799-5589(+) ; ND
ND ; ACOL01000007BRL01_0000:26558-28330(-) ; ND
ND ; ACOL01000071BRL01_0000:9249-11006(+) ; ND
ND ; ACOL01000012BRL01_0000:23054-24793(-) ; ND
ND ; ACOL01000005BRL01_0000:4666-6366(-) ; ND
ND ; ACOL01000382BRL01_0003:1219-2895(+) ; ND
ND ; ACOL01000150BRL01_0001:6317-7987(+) ; ND
ND ; ACOL01000102BRL01_0001:2847-4514(-) ; ND
ND ; ACOL01000181BRL01_0001:2321-3982(+) ; ND
ND ; ACOL01000221BRL01_0002:267-1910(+) ; ND
ND ; ACOL01000031BRL01_0000:15618-17252(+) ; ND
ND ; ACOL01000493BRL01_0004:539-2155(+) ; ND
ND ; ACOL01000062BRL01_0000:11682-13283(+) ; ND
ND ; ACOL01000015BRL01_0000:16227-17816(-) ; ND
ND ; ACOL01000093BRL01_0000:6981-8567(+) ; ND
ND ; ACOL01000185BRL01_0001:5399-6979(-) ; ND
ND ; ACOL01000564BRL01_0005:140-1711(-) ; ND
ND ; ACOL01000346BRL01_0003:2320-3873(-) ; ND
ND ; ACOL01000121BRL01_0001:1360-2907(-) ; ND
ND ; ACOL01000027BRL01_0000:6937-8481(+) ; ND
ND ; ACOL01000046BRL01_0000:8194-9732(+) ; ND
ND ; ACOL01000249BRL01_0002:1832-3340(-) ; ND
ND ; ACOL01000058BRL01_0000:13967-15460(+) ; ND
ND ; ACOL01000024BRL01_0000:8976-10424(-) ; ND
ND ; ACOL01000457BRL01_0004:257-1693(+) ; ND
ND ; ACOL01000124BRL01_0001:4603-6033(-) ; ND
ND ; ACOL01000016BRL01_0000:14898-16319(-) ; ND
ND ; ACOL01000048BRL01_0000:12021-13439(+) ; ND
ND ; ACOL01000173BRL01_0001:946-2304(+) ; ND
ND ; ACOL01000210BRL01_0002:4476-5822(+) ; ND
ND ; ACOL01000347BRL01_0003:1827-3170(-) ; ND
ND ; ACOL01000358BRL01_0003:366-1700(-) ; ND
ND ; ACOL01000110BRL01_0001:2034-3368(-) ; ND
ND ; ACOL01000006BRL01_0000:26480-27811(-) ; ND
ND ; ACOL01000133BRL01_0001:6246-7562(+) ; ND
ND ; ACOL01000176BRL01_0001:2323-3636(-) ; ND
ND ; ACOL01000148BRL01_0001:512-1813(-) ; ND
ND ; ACOL01000696BRL01_0006:466-1743(+) ; ND
ND ; ACOL01000001BRL01_0000:45138-46406(-) ; ND
ND ; ACOL01000099BRL01_0000:176-1426(+) ; ND
ND ; ACOL01000430BRL01_0004:522-1742(+) ; ND
ND ; ACOL01000967BRL01_0009:29-1240(+) ; ND
ND ; ACOL01000030BRL01_0000:9535-10734(-) ; ND
ND ; ACOL01000006BRL01_0000:34348-35547(-) ; ND
ND ; ACOL01000193BRL01_0001:5814-7007(-) ; ND
ND ; ACOL01000001BRL01_0000:7542-8735(-) ; ND
ND ; ACOL01000423BRL01_0004:662-1849(+) ; ND
ND ; ACOL01000016BRL01_0000:16328-17512(-) ; ND
ND ; ACOL01000194BRL01_0001:2113-3291(-) ; ND
ND ; ACOL01000082BRL01_0000:8186-9346(+) ; ND
ND ; ACOL01000508BRL01_0005:95-1249(-) ; ND
ND ; ACOL01000290BRL01_0002:3669-4823(-) ; ND
ND ; ACOL01000042BRL01_0000:14079-15233(-) ; ND
ND ; ACOL01000391BRL01_0003:1507-2649(+) ; ND
ND ; ACOL01000138BRL01_0001:178-1317(+) ; ND
ND ; ACOL01000088BRL01_0000:2205-3338(-) ; ND
ND ; ACOL01000121BRL01_0001:2927-4048(-) ; ND
ND ; ACOL01000393BRL01_0003:628-1728(-) ; ND
ND ; ACOL01000196BRL01_0001:2328-3428(-) ; ND
ND ; ACOL01000113BRL01_0001:1393-2484(+) ; ND
ND ; ACOL01000008BRL01_0000:7414-8496(-) ; ND
ND ; ACOL01000025BRL01_0000:8680-9759(-) ; ND
ND ; ACOL01001002BRL01_0010:115-1185(+) ; ND
ND ; ACOL01000025BRL01_0000:7371-8423(-) ; ND
ND ; ACOL01000286BRL01_0002:2688-3734(+) ; ND
ND ; ACOL01000130BRL01_0001:5587-6633(+) ; ND
ND ; ACOL01000124BRL01_0001:8044-9078(+) ; ND
ND ; ACOL01000256BRL01_0002:4150-5181(-) ; ND
ND ; ACOL01000066BRL01_0000:1330-2358(-) ; ND
ND ; ACOL01000050BRL01_0000:13325-14350(-) ; ND
ND ; ACOL01000841BRL01_0008:403-1419(+) ; ND
ND ; ACOL01000382BRL01_0003:216-1229(+) ; ND
ND ; ACOL01000965BRL01_0009:162-1160(+) ; ND
ND ; ACOL01000567BRL01_0005:1261-2259(+) ; ND
ND ; ACOL01000143BRL01_0001:3126-4121(-) ; ND
ND ; ACOL01000156BRL01_0001:3391-4380(-) ; ND
ND ; ACOL01000526BRL01_0005:611-1588(-) ; ND
ND ; ACOL01000159BRL01_0001:199-1167(-) ; ND
ND ; ACOL01000214BRL01_0002:5247-6212(-) ; ND
ND ; ACOL01000631BRL01_0006:792-1751(-) ; ND
ND ; ACOL01000568BRL01_0005:241-1197(-) ; ND
ND ; ACOL01000090BRL01_0000:700-1647(-) ; ND
ND ; ACOL01000551BRL01_0005:286-1224(-) ; ND
ND ; ACOL01000011BRL01_0000:1896-2831(+) ; ND
ND ; ACOL01000145BRL01_0001:7593-8519(-) ; ND
ND ; ACOL01000203BRL01_0002:3556-4479(+) ; ND
ND ; ACOL01000094BRL01_0000:1730-2653(-) ; ND
ND ; ACOL01000016BRL01_0000:873-1793(-) ; ND
ND ; ACOL01000070BRL01_0000:290-1207(+) ; ND
ND ; ACOL01000510BRL01_0005:1621-2535(-) ; ND
ND ; ACOL01000688BRL01_0006:496-1386(-) ; ND
ND ; ACOL01000023BRL01_0000:9984-10874(-) ; ND
ND ; ACOL01000002BRL01_0000:2733-3617(-) ; ND
ND ; ACOL01000363BRL01_0003:2823-3695(-) ; ND
ND ; ACOL01001301BRL01_0013:85-954(-) ; ND
ND ; ACOL01000808BRL01_0008:344-1207(-) ; ND
ND ; ACOL01000195BRL01_0001:4740-5600(-) ; ND
ND ; ACOL01000042BRL01_0000:16802-17662(-) ; ND
ND ; ACOL01000013BRL01_0000:821-1669(+) ; ND
ND ; ACOL01000637BRL01_0006:814-1656(+) ; ND
ND ; ACOL01000094BRL01_0000:885-1727(-) ; ND
ND ; ACOL01000007BRL01_0000:13817-14653(-) ; ND
ND ; ACOL01001286BRL01_0012:25-858(+) ; ND
ND ; ACOL01000093BRL01_0000:5821-6654(+) ; ND
ND ; ACOL01001167BRL01_0011:185-1015(+) ; ND
ND ; ACOL01000101BRL01_0001:5639-6466(-) ; ND
ND ; ACOL01000024BRL01_0000:3193-4020(+) ; ND
ND ; ACOL01000764BRL01_0007:217-1041(-) ; ND
ND ; ACOL01000006BRL01_0000:28057-28869(-) ; ND
ND ; ACOL01000467BRL01_0004:1022-1831(-) ; ND
ND ; ACOL01000810BRL01_0008:635-1435(-) ; ND
ND ; ACOL01000928BRL01_0009:291-1088(-) ; ND
ND ; ACOL01000117BRL01_0001:8064-8861(-) ; ND
ND ; ACOL01000108BRL01_0001:5013-5810(-) ; ND
ND ; ACOL01001331BRL01_0013:90-884(+) ; ND
ND ; ACOL01000096BRL01_0000:10181-10975(-) ; ND
ND ; ACOL01000864BRL01_0008:322-1107(+) ; ND
