PROTEOME ; AUGUSTUS ; ERROR AUGUSTUS
ACOL01000013:7584-7859 ; ND ; ND
ACOL01000053:7480-7755 ; ACOL01000053BRL01_0000:7480-7755(+); OK
ACOL01000091:2753-3028 ; ND ; ND
ACOL01000119:8861-9136 ; ACOL01000119BRL01_0001:8861-9136(+); OK
ACOL01000127:c(5479-5754) ; ND ; ND
ACOL01000223:262-537 ; ND ; ND
ACOL01000265:c(469-744) ; ACOL01000265BRL01_0002:469-744(-); OK
ACOL01001038:589-864 ; ND ; ND
ACOL01000010:20434-20706 ; ND ; ND
ACOL01000014:22078-22350 ; ND ; ND
ACOL01000032:c(17463-17735) ; ND ; ND
ACOL01000184:3741-4013 ; ND ; ND
ACOL01000022:c(8087-8356) ; ND ; ND
ACOL01000023:4232-4501 ; ND ; ND
ACOL01000029:10685-10954 ; ACOL01000029BRL01_0000:10685-10954(+); OK
ACOL01000037:c(6098-6367) ; ND ; ND
ACOL01000070:c(8472-8741) ; ACOL01000070BRL01_0000:8472-8741(-); OK
ACOL01000108:6399-6668 ; ACOL01000108BRL01_0001:6399-6668(+); OK
ACOL01000139:4070-4339 ; ACOL01000139BRL01_0001:4070-4339(+); OK
ACOL01000625:1636-1905 ; ND ; ND
ACOL01000658:c(156-425) ; ND ; ND
ACOL01000006:c(15182-15448) ; ND ; ND
ACOL01000023:c(9273-9539) ; ACOL01000023BRL01_0000:9273-9539(-); OK
ACOL01000040:4550-4816 ; ND ; ND
ACOL01000040:4820-5086 ; ND ; ND
ACOL01000044:c(4534-4800) ; ACOL01000044BRL01_0000:4534-4800(-); OK
ACOL01000055:7964-8230 ; ACOL01000055BRL01_0000:7964-8230(+); OK
ACOL01000062:5197-5463 ; ND ; ND
ACOL01002537:24-290 ; ND ; ND
ACOL01000016:c(1768-2031) ; ND ; ND
ACOL01000018:c(11718-11981) ; ND ; ND
ACOL01000057:2779-3042 ; ACOL01000057BRL01_0000:2779-3042(+); OK
ACOL01000069:c(11265-11528) ; ACOL01000069BRL01_0000:11265-11528(-); OK
ACOL01000109:c(996-1259) ; ND ; ND
ACOL01000007:11706-11966 ; ND ; ND
ACOL01000019:c(11173-11433) ; ND ; ND
ACOL01000020:10433-10693 ; ND ; ND
ACOL01000488:2417-2677 ; ACOL01000488BRL01_0004:2417-2677(+); OK
ACOL01000003:c(5803-6060) ; ACOL01000003BRL01_0000:5803-6060(-); OK
ACOL01000214:c(4593-4850) ; ND ; ND
ACOL01000481:605-862 ; ACOL01000481BRL01_0004:605-862(+); OK
ACOL01003501:43-300 ; ND ; ND
ACOL01000006:c(32873-33127) ; ND ; ND
ACOL01000060:c(7514-7768) ; ND ; ND
ACOL01000079:978-1232 ; ND ; ND
ACOL01000249:1232-1486 ; ND ; ND
ACOL01000019:1524-1775 ; ND ; ND
ACOL01000050:9126-9377 ; ND ; ND
ACOL01000050:14494-14745 ; ND ; ND
ACOL01000106:c(8600-8851) ; ND ; ND
ACOL01000111:c(1477-1728) ; ND ; ND
ACOL01000145:7319-7570 ; ACOL01000145BRL01_0001:7319-7570(+); OK
ACOL01000392:3178-3429 ; ND ; ND
ACOL01000004:2570-2818 ; ND ; ND
ACOL01000038:c(13221-13469) ; ACOL01000038BRL01_0000:13221-13469(-); OK
ACOL01000044:c(8832-9080) ; ACOL01000044BRL01_0000:8832-9080(-); OK
ACOL01000053:1729-1977 ; ND ; ND
ACOL01000067:5800-6048 ; ACOL01000067BRL01_0000:5800-6048(+); OK
ACOL01000109:c(5198-5446) ; ND ; ND
ACOL01000034:c(9444-9689) ; ND ; ND
ACOL01000038:6418-6663 ; ND ; ND
ACOL01000380:412-657 ; ND ; ND
ACOL01000480:1531-1776 ; ND ; ND
ACOL01003900:c(220-465) ; ACOL01003900BRL01_0039:220-465(-); OK
ACOL01000002:c(19972-20214) ; ND ; ND
ACOL01000019:7441-7683 ; ND ; ND
ACOL01000060:c(2617-2859) ; ND ; ND
ACOL01000390:c(2568-2810) ; ND ; ND
ACOL01000446:c(1426-1668) ; ACOL01000446BRL01_0004:1426-1668(-); OK
ACOL01000019:1799-2038 ; ND ; ND
ACOL01000115:c(797-1036) ; ND ; ND
ACOL01000124:c(9219-9458) ; ND ; ND
ACOL01002923:351-590 ; ND ; ND
ACOL01004567:163-402 ; ND ; ND
ACOL01000008:c(23568-23804) ; ND ; ND
ACOL01000068:c(join(13792..14008,14031..14050)) ; ND ; ND
ACOL01000124:7202-7438 ; ND ; ND
ACOL01000522:c(1827-2063) ; ND ; ND
ACOL01000625:c(1376-1612) ; ND ; ND
ACOL01000001:c(56352-56585) ; ND ; ND
ACOL01000003:c(22531-22764) ; ND ; ND
ACOL01000011:965-1198 ; ND ; ND
ACOL01000028:c(3924-4157) ; ND ; ND
ACOL01000070:6105-6338 ; ND ; ND
ACOL01000077:6019-6252 ; ND ; ND
ACOL01000115:join(2856..2858,2886..3116) ; ACOL01000115BRL01_0001:2856-3116(+); error (1426/2856)(1668/3116)
ACOL01000718:c(576-809) ; ND ; ND
ACOL01004108:c(86-319) ; ND ; ND
ACOL01000026:6216-6446 ; ND ; ND
ACOL01000114:8048-8278 ; ND ; ND
ACOL01000211:c(653-883) ; ND ; ND
ACOL01000069:c(9242-9469) ; ND ; ND
ACOL01000346:c(1810-2037) ; ND ; ND
ACOL01000348:1205-1432 ; ND ; ND
ACOL01000600:1698-1925 ; ND ; ND
ACOL01000011:13506-13730 ; ND ; ND
ACOL01000040:3099-3323 ; ND ; ND
ACOL01000124:c(7452-7676) ; ND ; ND
ACOL01000864:c(1091-1315) ; ND ; ND
ACOL01000006:8828-9049 ; ND ; ND
ACOL01000016:c(11216-11437) ; ND ; ND
ACOL01000038:c(13476-13697) ; ND ; ND
ACOL01000158:1195-1416 ; ND ; ND
ACOL01001080:c(817-1038) ; ND ; ND
ACOL01000048:c(10416-10631) ; ND ; ND
ACOL01000150:5969-6184 ; ND ; ND
ACOL01000277:c(3602-3817) ; ND ; ND
ACOL01000467:2508-2723 ; ND ; ND
ACOL01001655:430-645 ; ND ; ND
ACOL01003339:251-466 ; ND ; ND
ACOL01000124:7844-8056 ; ND ; ND
ACOL01000467:c(2005-2217) ; ND ; ND
ACOL01000008:16509-16718 ; ND ; ND
ACOL01000024:c(18124-18333) ; ND ; ND
ACOL01000006:c(31649-31855) ; ND ; ND
ACOL01000020:c(18977-19183) ; ND ; ND
ACOL01000095:c(1955-2161) ; ND ; ND
ACOL01000108:6462-6668 ; ND ; ND
ACOL01000186:4892-5098 ; ND ; ND
ACOL01001071:930-1136 ; ND ; ND
ACOL01001534:c(354-560) ; ND ; ND
ACOL01001845:c(364-570) ; ND ; ND
ACOL01002240:c(42-248) ; ND ; ND
ACOL01000001:c(35382-35585) ; ND ; ND
ACOL01000028:4730-4933 ; ND ; ND
ACOL01000031:14329-14532 ; ND ; ND
ACOL01000050:7369-7572 ; ND ; ND
ACOL01000054:c(13876-14079) ; ND ; ND
ACOL01000066:12528-12731 ; ND ; ND
ACOL01000294:c(3634-3837) ; ND ; ND
ACOL01001192:c(25-228) ; ND ; ND
ACOL01002757:55-258 ; ND ; ND
ACOL01003069:c(31-234) ; ND ; ND
ACOL01000124:c(9442-9642) ; ND ; ND
ACOL01001904:83-283 ; ND ; ND
ACOL01000044:4192-4389 ; ND ; ND
ACOL01001723:c(16-213) ; ND ; ND
ACOL01002018:170-367 ; ND ; ND
ACOL01003285:376-573 ; ND ; ND
ACOL01004452:c(189-386) ; ND ; ND
ACOL01005399:87-284 ; ND ; ND
ACOL01000030:c(12309-12503) ; ND ; ND
ACOL01000036:c(17994-18188) ; ND ; ND
ACOL01000047:c(3535-3729) ; ND ; ND
ACOL01000128:c(6472-6666) ; ND ; ND
ACOL01001408:c(171-365) ; ND ; ND
ACOL01000047:12416-12607 ; ND ; ND
ACOL01000119:8477-8668 ; ND ; ND
ACOL01000406:3022-3213 ; ND ; ND
ACOL01005319:c(103-294) ; ND ; ND
ACOL01000067:2561-2746 ; ND ; ND
ACOL01001143:c(136-318) ; ND ; ND
ACOL01001398:385-567 ; ND ; ND
ACOL01001424:683-865 ; ND ; ND
ACOL01000236:3536-3706 ; ND ; ND
ACOL01000988:c(497-664) ; ND ; ND
ACOL01000060:10317-10478 ; ND ; ND
ACOL01000086:3449-3607 ; ND ; ND
ACOL01000552:76-213 ; ND ; ND
ACOL01000152:274-408 ; ND ; ND
ND ; ACOL01000004BRL01_0000:34519-38292(+) ; ND
ND ; ACOL01000009BRL01_0000:8653-11862(+) ; ND
ND ; ACOL01000187BRL01_0001:4024-7161(-) ; ND
ND ; ACOL01000173BRL01_0001:3192-6098(+) ; ND
ND ; ACOL01000056BRL01_0000:9450-11981(+) ; ND
ND ; ACOL01000053BRL01_0000:13563-16068(+) ; ND
ND ; ACOL01000071BRL01_0000:10993-13239(+) ; ND
ND ; ACOL01000131BRL01_0001:7013-9229(-) ; ND
ND ; ACOL01000024BRL01_0000:5208-7364(-) ; ND
ND ; ACOL01000001BRL01_0000:9076-11122(-) ; ND
ND ; ACOL01000198BRL01_0001:3799-5589(+) ; ND
ND ; ACOL01000012BRL01_0000:23054-24793(-) ; ND
ND ; ACOL01000035BRL01_0000:2137-3836(+) ; ND
ND ; ACOL01000005BRL01_0000:4666-6366(-) ; ND
ND ; ACOL01000071BRL01_0000:9249-10943(+) ; ND
ND ; ACOL01000150BRL01_0001:6317-7987(+) ; ND
ND ; ACOL01000181BRL01_0001:2321-3982(+) ; ND
ND ; ACOL01000030BRL01_0000:6025-7683(+) ; ND
ND ; ACOL01000668BRL01_0006:1-1638(-) ; ND
ND ; ACOL01000062BRL01_0000:11682-13283(+) ; ND
ND ; ACOL01000185BRL01_0001:5399-6979(-) ; ND
ND ; ACOL01000102BRL01_0001:2847-4394(-) ; ND
ND ; ACOL01000027BRL01_0000:6937-8481(+) ; ND
ND ; ACOL01000015BRL01_0000:16289-17816(-) ; ND
ND ; ACOL01000007BRL01_0000:26558-28027(-) ; ND
ND ; ACOL01000784BRL01_0007:110-1573(+) ; ND
ND ; ACOL01000756BRL01_0007:69-1526(-) ; ND
ND ; ACOL01000024BRL01_0000:8976-10424(-) ; ND
ND ; ACOL01000599BRL01_0005:1-1432(-) ; ND
ND ; ACOL01000046BRL01_0000:8251-9673(+) ; ND
ND ; ACOL01000016BRL01_0000:14898-16319(-) ; ND
ND ; ACOL01000295BRL01_0002:28-1413(-) ; ND
ND ; ACOL01000358BRL01_0003:366-1700(-) ; ND
ND ; ACOL01000347BRL01_0003:1827-3155(-) ; ND
ND ; ACOL01000711BRL01_0007:69-1384(-) ; ND
ND ; ACOL01000133BRL01_0001:6246-7562(+) ; ND
ND ; ACOL01000176BRL01_0001:2323-3636(-) ; ND
ND ; ACOL01000124BRL01_0001:4728-6033(-) ; ND
ND ; ACOL01000493BRL01_0004:539-1820(+) ; ND
ND ; ACOL01000099BRL01_0000:176-1426(+) ; ND
ND ; ACOL01000110BRL01_0001:2034-3281(-) ; ND
ND ; ACOL01000430BRL01_0004:522-1742(+) ; ND
ND ; ACOL01000696BRL01_0006:429-1643(-) ; ND
ND ; ACOL01000006BRL01_0000:34348-35547(-) ; ND
ND ; ACOL01000082BRL01_0000:8186-9346(+) ; ND
ND ; ACOL01000138BRL01_0001:178-1317(+) ; ND
ND ; ACOL01000214BRL01_0002:5247-6374(-) ; ND
ND ; ACOL01000048BRL01_0000:12324-13439(+) ; ND
ND ; ACOL01000864BRL01_0008:1-1107(+) ; ND
ND ; ACOL01000393BRL01_0003:628-1728(-) ; ND
ND ; ACOL01000196BRL01_0001:2328-3428(-) ; ND
ND ; ACOL01000402BRL01_0004:1-1096(-) ; ND
ND ; ACOL01000194BRL01_0001:2133-3228(-) ; ND
ND ; ACOL01000008BRL01_0000:7414-8496(-) ; ND
ND ; ACOL01000001BRL01_0000:45138-46220(-) ; ND
ND ; ACOL01000210BRL01_0002:4476-5548(+) ; ND
ND ; ACOL01000025BRL01_0000:8680-9735(-) ; ND
ND ; ACOL01000841BRL01_0008:403-1419(+) ; ND
ND ; ACOL01000050BRL01_0000:13336-14350(-) ; ND
ND ; ACOL01000503BRL01_0005:1685-2697(+) ; ND
ND ; ACOL01000156BRL01_0001:3391-4380(-) ; ND
ND ; ACOL01000521BRL01_0005:1642-2610(+) ; ND
ND ; ACOL01001162BRL01_0011:19-984(-) ; ND
ND ; ACOL01000159BRL01_0001:199-1167(-) ; ND
ND ; ACOL01000090BRL01_0000:700-1647(-) ; ND
ND ; ACOL01000382BRL01_0003:216-1146(+) ; ND
ND ; ACOL01000145BRL01_0001:7593-8519(-) ; ND
ND ; ACOL01000203BRL01_0002:3556-4479(+) ; ND
ND ; ACOL01000094BRL01_0000:1730-2653(-) ; ND
ND ; ACOL01000510BRL01_0005:1621-2535(-) ; ND
ND ; ACOL01001106BRL01_0011:201-1107(+) ; ND
ND ; ACOL01000067BRL01_0000:1-894(-) ; ND
ND ; ACOL01000688BRL01_0006:496-1386(-) ; ND
ND ; ACOL01000023BRL01_0000:9984-10874(-) ; ND
ND ; ACOL01000002BRL01_0000:2733-3617(-) ; ND
ND ; ACOL01001289BRL01_0012:103-973(+) ; ND
ND ; ACOL01000049BRL01_0000:1-870(+) ; ND
ND ; ACOL01000016BRL01_0000:873-1739(-) ; ND
ND ; ACOL01000143BRL01_0001:3260-4121(-) ; ND
ND ; ACOL01001213BRL01_0012:162-1019(+) ; ND
ND ; ACOL01000013BRL01_0000:821-1669(+) ; ND
ND ; ACOL01000448BRL01_0004:2181-3024(+) ; ND
ND ; ACOL01000637BRL01_0006:814-1656(+) ; ND
ND ; ACOL01000009BRL01_0000:11949-12785(+) ; ND
ND ; ACOL01001167BRL01_0011:185-1015(+) ; ND
ND ; ACOL01001632BRL01_0016:29-843(+) ; ND
ND ; ACOL01001222BRL01_0012:1-812(-) ; ND
ND ; ACOL01000139BRL01_0001:8-816(-) ; ND
ND ; ACOL01000058BRL01_0000:1-803(-) ; ND
ND ; ACOL01000810BRL01_0008:635-1435(-) ; ND
ND ; ACOL01000108BRL01_0001:5013-5810(-) ; ND
ND ; ACOL01000117BRL01_0001:1236-2021(-) ; ND
ND ; ACOL01000847BRL01_0008:642-1421(-) ; ND
ND ; ACOL01001301BRL01_0013:85-855(-) ; ND
ND ; ACOL01000093BRL01_0000:5821-6586(+) ; ND
ND ; ACOL01000895BRL01_0008:420-1178(-) ; ND
ND ; ACOL01001605BRL01_0016:1-756(+) ; ND
ND ; ACOL01000689BRL01_0006:1-754(-) ; ND
ND ; ACOL01000195BRL01_0001:4740-5483(-) ; ND
ND ; ACOL01001924BRL01_0019:1-739(-) ; ND
ND ; ACOL01000012BRL01_0000:7509-8249(+) ; ND
ND ; ACOL01000215BRL01_0002:1-735(-) ; ND
ND ; ACOL01000070BRL01_0000:1596-2333(-) ; ND
ND ; ACOL01001622BRL01_0016:16-748(+) ; ND
ND ; ACOL01000467BRL01_0004:1022-1756(-) ; ND
ND ; ACOL01002027BRL01_0020:15-744(+) ; ND
ND ; ACOL01001377BRL01_0013:210-936(+) ; ND
ND ; ACOL01000670BRL01_0006:63-788(-) ; ND
ND ; ACOL01000047BRL01_0000:16279-17004(+) ; ND
ND ; ACOL01001951BRL01_0019:46-759(+) ; ND
ND ; ACOL01001642BRL01_0016:105-821(-) ; ND
ND ; ACOL01000016BRL01_0000:143-859(-) ; ND
ND ; ACOL01000764BRL01_0007:217-927(-) ; ND
ND ; ACOL01000040BRL01_0000:7701-8408(-) ; ND
ND ; ACOL01002185BRL01_0021:1-703(-) ; ND
ND ; ACOL01001298BRL01_0012:1-700(-) ; ND
ND ; ACOL01001376BRL01_0013:241-936(+) ; ND
ND ; ACOL01001459BRL01_0014:14-706(-) ; ND
ND ; ACOL01002255BRL01_0022:1-687(-) ; ND
ND ; ACOL01000312BRL01_0003:2811-3500(+) ; ND
ND ; ACOL01000173BRL01_0001:1621-2304(+) ; ND
ND ; ACOL01000145BRL01_0001:3521-4201(-) ; ND
ND ; ACOL01000146BRL01_0001:4872-5546(-) ; ND
ND ; ACOL01000095BRL01_0000:8850-9524(-) ; ND
ND ; ACOL01000142BRL01_0001:8078-8749(-) ; ND
ND ; ACOL01000101BRL01_0001:5639-6310(-) ; ND
ND ; ACOL01000467BRL01_0004:1-666(-) ; ND
ND ; ACOL01001335BRL01_0013:161-826(-) ; ND
ND ; ACOL01000058BRL01_0000:13369-14034(+) ; ND
ND ; ACOL01000058BRL01_0000:14798-15460(+) ; ND
ND ; ACOL01000030BRL01_0000:10731-11393(-) ; ND
ND ; ACOL01000510BRL01_0005:921-1580(-) ; ND
ND ; ACOL01001815BRL01_0018:135-788(+) ; ND
ND ; ACOL01001795BRL01_0017:139-793(+) ; ND
ND ; ACOL01000107BRL01_0001:1429-2079(+) ; ND
ND ; ACOL01002207BRL01_0022:69-713(+) ; ND
ND ; ACOL01000038BRL01_0000:5461-6102(-) ; ND
ND ; ACOL01000006BRL01_0000:28079-28719(-) ; ND
ND ; ACOL01000010BRL01_0000:9361-9999(+) ; ND
ND ; ACOL01001950BRL01_0019:6-638(-) ; ND
ND ; ACOL01002325BRL01_0023:1-625(-) ; ND
ND ; ACOL01000584BRL01_0005:623-1249(+) ; ND
ND ; ACOL01000308BRL01_0003:4040-4664(+) ; ND
ND ; ACOL01000217BRL01_0002:2933-3553(+) ; ND
ND ; ACOL01000863BRL01_0008:791-1407(+) ; ND
ND ; ACOL01000929BRL01_0009:683-1294(+) ; ND
ND ; ACOL01002820BRL01_0028:1-611(-) ; ND
ND ; ACOL01002566BRL01_0025:7-617(-) ; ND
ND ; ACOL01000379BRL01_0003:2995-3603(+) ; ND
ND ; ACOL01001076BRL01_0010:1-601(-) ; ND
ND ; ACOL01000350BRL01_0003:3312-3913(+) ; ND
ND ; ACOL01001541BRL01_0015:161-760(-) ; ND
ND ; ACOL01000430BRL01_0004:2476-3070(+) ; ND
ND ; ACOL01002534BRL01_0025:1-592(-) ; ND
ND ; ACOL01000915BRL01_0009:60-653(+) ; ND
ND ; ACOL01000551BRL01_0005:1419-2009(-) ; ND
ND ; ACOL01002222BRL01_0022:127-711(+) ; ND
ND ; ACOL01001003BRL01_0010:436-1023(-) ; ND
ND ; ACOL01000086BRL01_0000:3955-4542(-) ; ND
ND ; ACOL01002938BRL01_0029:50-628(+) ; ND
ND ; ACOL01002135BRL01_0021:147-725(+) ; ND
ND ; ACOL01000948BRL01_0009:669-1247(+) ; ND
ND ; ACOL01000940BRL01_0009:702-1279(+) ; ND
ND ; ACOL01001934BRL01_0019:191-763(+) ; ND
ND ; ACOL01000546BRL01_0005:1-573(-) ; ND
ND ; ACOL01000452BRL01_0004:2331-2906(-) ; ND
ND ; ACOL01000030BRL01_0000:8791-9366(+) ; ND
ND ; ACOL01002509BRL01_0025:26-596(-) ; ND
ND ; ACOL01002486BRL01_0024:1-573(+) ; ND
ND ; ACOL01000004BRL01_0000:11270-11842(-) ; ND
ND ; ACOL01002332BRL01_0023:1-566(-) ; ND
ND ; ACOL01000678BRL01_0006:1-559(-) ; ND
ND ; ACOL01003897BRL01_0038:16-572(+) ; ND
ND ; ACOL01002695BRL01_0026:63-620(-) ; ND
ND ; ACOL01004015BRL01_0040:1-554(-) ; ND
ND ; ACOL01003403BRL01_0034:46-598(+) ; ND
ND ; ACOL01002201BRL01_0022:162-714(+) ; ND
ND ; ACOL01000466BRL01_0004:1289-1843(-) ; ND
ND ; ACOL01003246BRL01_0032:12-562(-) ; ND
ND ; ACOL01003662BRL01_0036:1-546(-) ; ND
ND ; ACOL01003546BRL01_0035:1-543(-) ; ND
ND ; ACOL01001080BRL01_0010:81-626(-) ; ND
ND ; ACOL01000328BRL01_0003:286-831(-) ; ND
ND ; ACOL01002850BRL01_0028:1-542(-) ; ND
ND ; ACOL01000056BRL01_0000:1147-1689(+) ; ND
ND ; ACOL01001725BRL01_0017:1-539(-) ; ND
ND ; ACOL01003225BRL01_0032:39-572(+) ; ND
ND ; ACOL01000254BRL01_0002:2824-3357(+) ; ND
ND ; ACOL01003440BRL01_0034:1-529(-) ; ND
ND ; ACOL01000341BRL01_0003:3216-3743(-) ; ND
ND ; ACOL01002072BRL01_0020:7-531(+) ; ND
ND ; ACOL01000915BRL01_0009:674-1201(+) ; ND
ND ; ACOL01003170BRL01_0031:78-600(-) ; ND
ND ; ACOL01000119BRL01_0001:9639-10160(+) ; ND
ND ; ACOL01003470BRL01_0034:75-594(+) ; ND
ND ; ACOL01000422BRL01_0004:2116-2637(-) ; ND
ND ; ACOL01003195BRL01_0031:20-535(-) ; ND
ND ; ACOL01000104BRL01_0001:3099-3614(-) ; ND
ND ; ACOL01000047BRL01_0000:15361-15876(+) ; ND
ND ; ACOL01000004BRL01_0000:24821-25336(+) ; ND
ND ; ACOL01001855BRL01_0018:40-552(+) ; ND
ND ; ACOL01004616BRL01_0046:12-520(-) ; ND
ND ; ACOL01004484BRL01_0044:36-542(+) ; ND
ND ; ACOL01002996BRL01_0029:2-508(+) ; ND
ND ; ACOL01000049BRL01_0000:6405-6911(-) ; ND
ND ; ACOL01004800BRL01_0048:1-503(-) ; ND
ND ; ACOL01004742BRL01_0047:5-508(-) ; ND
ND ; ACOL01003758BRL01_0037:11-514(-) ; ND
ND ; ACOL01003693BRL01_0036:62-565(+) ; ND
ND ; ACOL01003169BRL01_0031:1-502(-) ; ND
ND ; ACOL01000893BRL01_0008:140-643(+) ; ND
ND ; ACOL01002983BRL01_0029:114-614(-) ; ND
ND ; ACOL01002924BRL01_0029:12-507(-) ; ND
ND ; ACOL01001919BRL01_0019:1-495(-) ; ND
ND ; ACOL01001322BRL01_0013:381-878(+) ; ND
ND ; ACOL01004581BRL01_0045:1-493(-) ; ND
ND ; ACOL01002469BRL01_0024:29-517(-) ; ND
ND ; ACOL01002042BRL01_0020:89-577(-) ; ND
ND ; ACOL01000217BRL01_0002:4051-4539(+) ; ND
ND ; ACOL01004512BRL01_0045:47-532(+) ; ND
ND ; ACOL01000650BRL01_0006:55-538(-) ; ND
ND ; ACOL01000478BRL01_0004:1-484(-) ; ND
ND ; ACOL01004261BRL01_0042:1-483(+) ; ND
ND ; ACOL01000377BRL01_0003:2912-3394(-) ; ND
ND ; ACOL01003727BRL01_0037:104-580(+) ; ND
ND ; ACOL01004391BRL01_0043:30-503(+) ; ND
ND ; ACOL01004894BRL01_0048:19-489(-) ; ND
ND ; ACOL01005199BRL01_0051:1-469(-) ; ND
ND ; ACOL01003270BRL01_0032:138-606(+) ; ND
ND ; ACOL01000288BRL01_0002:1022-1492(-) ; ND
ND ; ACOL01005009BRL01_0050:1-467(-) ; ND
ND ; ACOL01002218BRL01_0022:245-711(+) ; ND
ND ; ACOL01001942BRL01_0019:282-749(+) ; ND
ND ; ACOL01001633BRL01_0016:1-468(+) ; ND
ND ; ACOL01004914BRL01_0049:1-464(-) ; ND
ND ; ACOL01004442BRL01_0044:14-476(-) ; ND
ND ; ACOL01004400BRL01_0044:85-546(+) ; ND
ND ; ACOL01000956BRL01_0009:13-477(+) ; ND
ND ; ACOL01000004BRL01_0000:25395-25859(+) ; ND
ND ; ACOL01001895BRL01_0018:236-697(-) ; ND
ND ; ACOL01005277BRL01_0052:1-457(-) ; ND
ND ; ACOL01001971BRL01_0019:1-459(+) ; ND
ND ; ACOL01000578BRL01_0005:1133-1591(-) ; ND
ND ; ACOL01005287BRL01_0052:1-454(-) ; ND
ND ; ACOL01000589BRL01_0005:104-556(+) ; ND
ND ; ACOL01004423BRL01_0044:12-459(-) ; ND
ND ; ACOL01002487BRL01_0024:1-448(-) ; ND
ND ; ACOL01002297BRL01_0022:160-609(-) ; ND
ND ; ACOL01000796BRL01_0007:683-1132(+) ; ND
ND ; ACOL01005215BRL01_0052:66-509(+) ; ND
ND ; ACOL01002846BRL01_0028:194-637(+) ; ND
ND ; ACOL01001021BRL01_0010:726-1172(-) ; ND
ND ; ACOL01001017BRL01_0010:554-1000(+) ; ND
ND ; ACOL01004668BRL01_0046:1-443(-) ; ND
ND ; ACOL01004138BRL01_0041:1-441(-) ; ND
ND ; ACOL01003010BRL01_0030:10-451(-) ; ND
ND ; ACOL01001879BRL01_0018:1-441(-) ; ND
ND ; ACOL01000888BRL01_0008:26-467(-) ; ND
ND ; ACOL01000648BRL01_0006:398-841(+) ; ND
ND ; ACOL01002748BRL01_0027:1-436(-) ; ND
ND ; ACOL01004058BRL01_0040:1-433(-) ; ND
ND ; ACOL01000489BRL01_0004:1312-1746(+) ; ND
ND ; ACOL01000150BRL01_0001:8008-8442(+) ; ND
ND ; ACOL01000303BRL01_0003:3605-4036(-) ; ND
ND ; ACOL01005123BRL01_0051:17-442(-) ; ND
ND ; ACOL01004890BRL01_0048:41-467(-) ; ND
ND ; ACOL01003173BRL01_0031:1-429(+) ; ND
ND ; ACOL01000171BRL01_0001:4223-4648(-) ; ND
ND ; ACOL01000140BRL01_0001:6897-7322(+) ; ND
ND ; ACOL01000004BRL01_0000:10731-11156(-) ; ND
ND ; ACOL01005180BRL01_0051:90-511(+) ; ND
ND ; ACOL01002766BRL01_0027:224-645(+) ; ND
ND ; ACOL01002220BRL01_0022:1-419(-) ; ND
ND ; ACOL01001850BRL01_0018:1-417(-) ; ND
ND ; ACOL01000775BRL01_0007:1-417(+) ; ND
ND ; ACOL01002424BRL01_0024:11-421(+) ; ND
ND ; ACOL01001365BRL01_0013:1-413(-) ; ND
ND ; ACOL01004456BRL01_0044:25-435(-) ; ND
ND ; ACOL01002041BRL01_0020:275-685(-) ; ND
ND ; ACOL01001344BRL01_0013:329-739(-) ; ND
ND ; ACOL01001348BRL01_0013:116-523(+) ; ND
ND ; ACOL01001123BRL01_0011:684-1091(+) ; ND
ND ; ACOL01003896BRL01_0038:1-404(-) ; ND
ND ; ACOL01003219BRL01_0032:124-528(-) ; ND
ND ; ACOL01001978BRL01_0019:1-404(-) ; ND
ND ; ACOL01001910BRL01_0019:336-740(+) ; ND
ND ; ACOL01003575BRL01_0035:68-469(+) ; ND
ND ; ACOL01003203BRL01_0032:1-401(-) ; ND
ND ; ACOL01001157BRL01_0011:541-940(+) ; ND
ND ; ACOL01000612BRL01_0006:1-401(-) ; ND
ND ; ACOL01000209BRL01_0002:6086-6487(-) ; ND
ND ; ACOL01000107BRL01_0001:930-1331(+) ; ND
ND ; ACOL01005357BRL01_0053:109-503(+) ; ND
ND ; ACOL01004752BRL01_0047:1-394(-) ; ND
ND ; ACOL01003971BRL01_0039:176-568(+) ; ND
ND ; ACOL01000430BRL01_0004:78-473(+) ; ND
ND ; ACOL01000397BRL01_0003:2469-2864(-) ; ND
ND ; ACOL01000363BRL01_0003:2030-2425(-) ; ND
ND ; ACOL01000099BRL01_0000:3215-3607(+) ; ND
ND ; ACOL01002652BRL01_0026:22-411(-) ; ND
ND ; ACOL01000178BRL01_0001:6545-6937(-) ; ND
ND ; ACOL01000176BRL01_0001:5894-6286(-) ; ND
ND ; ACOL01000015BRL01_0000:8799-9191(+) ; ND
ND ; ACOL01000774BRL01_0007:99-486(-) ; ND
ND ; ACOL01000098BRL01_0000:3211-3600(+) ; ND
ND ; ACOL01004768BRL01_0047:1-384(-) ; ND
ND ; ACOL01002115BRL01_0021:294-680(-) ; ND
ND ; ACOL01000031BRL01_0000:15133-15517(+) ; ND
ND ; ACOL01005375BRL01_0053:1-384(+) ; ND
ND ; ACOL01003095BRL01_0030:40-421(-) ; ND
ND ; ACOL01001761BRL01_0017:390-771(-) ; ND
ND ; ACOL01003858BRL01_0038:1-380(-) ; ND
ND ; ACOL01003641BRL01_0036:196-576(-) ; ND
ND ; ACOL01003090BRL01_0030:239-617(+) ; ND
ND ; ACOL01001378BRL01_0013:1-381(+) ; ND
ND ; ACOL01003151BRL01_0031:169-546(-) ; ND
